region,CHR,start,end,cglist,nprobes
Chr19:21860793-21860916,19,21860793,21860916,cg07633664;cg10010249;cg03331224,3
Chr19:22123728-22123885,19,22123728,22123885,cg15554505;cg23859931;cg08394602,3
Chr19:22320744-22320975,19,22320744,22320975,cg25602603;cg25280791;cg02268750,3
Chr19:22444509-22444714,19,22444509,22444714,cg24312063;cg03692651;cg07899681,3
Chr19:22469223-22469533,19,22469223,22469533,cg02657401;cg14152139;cg02438781,3
Chr19:22715300-22715697,19,22715300,22715697,cg08837627;cg04330683;cg00714740;cg20242136,4
Chr19:23185714-23185968,19,23185714,23185968,cg24911113;cg14654613;cg00379720,3
Chr19:23253218-23253316,19,23253218,23253316,cg19355079;cg18163075;cg27105390,3
Chr19:23299649-23300243,19,23299649,23300243,cg21590497;cg15481483;cg25267072;cg21769640;cg08301572,5
Chr19:23386892-23387133,19,23386892,23387133,cg08486875;cg23372544;cg09032877;cg22885014,4
Chr19:23456575-23456790,19,23456575,23456790,cg14178506;cg09235885;cg05249644;cg03164785,4
Chr19:23653837-23654274,19,23653837,23654274,cg25440035;cg22891500;cg01937055;cg03091331;cg00808721,5
Chr19:24182596-24182837,19,24182596,24182837,cg15526094;cg16532685;cg04597657;cg06494356;cg20093198,5
Chr19:24184200-24184851,19,24184200,24184851,cg15114764;cg06669656;cg24397737;cg08874599;cg25444615;cg07534263;cg17476752;cg15841210,8
Chr19:24187194-24187558,19,24187194,24187558,cg07629158;cg07383451;cg00800428;cg08249893,4
Chr19:27737459-27737698,19,27737459,27737698,cg11762120;cg11372563;cg17319290;cg17787583,4
Chr19:28296844-28297092,19,28296844,28297092,cg06256195;cg19209269;cg00582309;cg15980914,4
Chr19:28462153-28462270,19,28462153,28462270,cg11124651;cg00092623;cg01055105,3
Chr19:28921665-28921802,19,28921665,28921802,ch.19.33613505F;cg21801535;cg27046233,3
Chr19:29218101-29218302,19,29218101,29218302,cg04546413;cg14983838;cg12756686,3
Chr19:29218653-29218774,19,29218653,29218774,cg06920399;cg12667521;cg03161606,3
Chr19:29284229-29284511,19,29284229,29284511,cg03065476;cg10741153;cg02100819,3
Chr19:29583995-29584196,19,29583995,29584196,cg17335657;cg14904814;cg13643138,3
Chr19:30215101-30215355,19,30215101,30215355,cg06602333;cg22030457;cg22273360,3
Chr19:30334549-30334681,19,30334549,30334681,cg12152651;cg05319315;cg24083646,3
Chr19:30363016-30363526,19,30363016,30363526,cg16593060;cg08587775;cg07676517;cg10230673,4
Chr19:30364182-30364462,19,30364182,30364462,cg16523372;cg08157739;cg17156767,3
Chr19:30715575-30715645,19,30715575,30715645,cg24059119;cg04388989;cg00003305,3
Chr19:30716182-30716712,19,30716182,30716712,cg08854397;cg21521784;cg05525743;cg14904261,4
Chr19:31210456-31210714,19,31210456,31210714,cg15465219;cg20060452;cg12084869;cg19031844,4
Chr19:31397673-31398080,19,31397673,31398080,cg03359649;cg25875943;cg22818064;cg25976264;cg14422959,5
Chr19:31841952-31842272,19,31841952,31842272,cg15711268;cg25997110;cg05215806,3
Chr19:31843948-31844182,19,31843948,31844182,cg21501525;cg04603391;cg01258929;cg18614381,4
Chr19:31847893-31848310,19,31847893,31848310,cg15638414;cg23291280;cg02128244;cg21533331;cg24436715;cg01085362,6
Chr19:32252536-32252709,19,32252536,32252709,cg03093230;cg04743883;cg27027478;cg09385032,4
Chr19:33667036-33667241,19,33667036,33667241,cg10791406;cg19186950;cg02366228,3
Chr19:33667906-33668093,19,33667906,33668093,cg08867499;cg24009623;cg12583782,3
Chr19:33726655-33726898,19,33726655,33726898,cg08365609;cg00479463;cg27586885,3
Chr19:33764284-33764550,19,33764284,33764550,cg19631648;cg08131184;cg06570476;cg00339331,4
Chr19:34311123-34311562,19,34311123,34311562,cg15437053;cg01151135;cg04539503;cg03070989;cg18311360,5
Chr19:34396184-34396351,19,34396184,34396351,cg16622403;cg16715953;cg09617716,3
Chr19:34397439-34397682,19,34397439,34397682,cg23325673;cg06882591;cg22752052,3
Chr19:34625543-34625816,19,34625543,34625816,cg10696876;cg17741712;cg19039340,3
Chr19:34732418-34732510,19,34732418,34732510,cg15412231;cg02556932;cg22411056,3
Chr19:35306283-35306369,19,35306283,35306369,cg20729829;cg06501837;cg25689428,3
Chr19:35323673-35323864,19,35323673,35323864,cg23155333;cg26464626;cg13369845,3
Chr19:35329860-35330243,19,35329860,35330243,cg15695738;cg22351833;cg01413790;cg11701869,4
Chr19:35395800-35395973,19,35395800,35395973,cg20229496;cg17611193;cg26983177,3
Chr19:35485361-35485586,19,35485361,35485586,cg11612702;cg22123554;cg21075783;cg21185810;cg01006371,5
Chr19:35861642-35861862,19,35861642,35861862,cg07891761;cg24895977;cg23661676,3
Chr19:35916266-35916357,19,35916266,35916357,cg26848105;cg06698859;cg25359736,3
Chr19:35924869-35924960,19,35924869,35924960,cg00955461;cg25867731;cg14076124,3
Chr19:36193165-36193577,19,36193165,36193577,cg06714580;cg27412425;cg23208587;cg21193485,4
Chr19:36195166-36195455,19,36195166,36195455,cg05640307;cg08643820;cg22548353;cg02999013,4
Chr19:36422477-36422730,19,36422477,36422730,cg04577214;cg06106948;cg17425567;cg25341868;cg15812386,5
Chr19:36450121-36450358,19,36450121,36450358,cg05004321;cg24440088;cg20546331,3
Chr19:36478250-36478417,19,36478250,36478417,cg18812980;cg13620744;cg06380553,3
Chr19:36618841-36619082,19,36618841,36619082,cg23890774;cg03236816;cg07934232,3
Chr19:36737178-36737271,19,36737178,36737271,cg17036741;cg05801999;cg21111121,3
Chr19:36737499-36737601,19,36737499,36737601,cg09361861;cg16178299;cg04925022,3
Chr19:36822311-36822770,19,36822311,36822770,cg23054584;cg23044017;cg24027100;cg21808240;cg02810156;cg22456785,6
Chr19:36869770-36870265,19,36869770,36870265,cg27469499;cg00297680;cg06932451;cg14198223;cg06880365;cg09972205;cg09211938,7
Chr19:37263860-37263997,19,37263860,37263997,cg05616754;cg03430717;cg27080211,3
Chr19:37282502-37282653,19,37282502,37282653,cg11259446;cg01405404;cg13587997,3
Chr19:37288291-37288793,19,37288291,37288793,cg02408333;cg15113922;cg00035608;cg25546901;cg00578154;cg09259115,6
Chr19:37464417-37464633,19,37464417,37464633,cg06611358;cg04415599;cg27390819,3
Chr19:37708884-37709172,19,37708884,37709172,cg17114246;cg21991822;cg16995385;cg15058714,4
Chr19:37742739-37742956,19,37742739,37742956,cg07237326;cg22634378;cg23397578;cg16590237,4
Chr19:37808471-37809068,19,37808471,37809068,cg18081489;cg06319102;cg06467769;cg06708711;cg23950597;cg18327659;cg07953310;cg03054643,8
Chr19:37894644-37894856,19,37894644,37894856,cg03233940;cg14942863;cg19556473,3
Chr19:38281047-38281219,19,38281047,38281219,cg08679971;cg13350173;cg14218481,3
Chr19:38308057-38308458,19,38308057,38308458,cg27353143;cg00578032;cg01436998;cg02663382,4
Chr19:38784983-38785130,19,38784983,38785130,cg03696658;cg15110396;cg23336630,3
Chr19:39737768-39737861,19,39737768,39737861,cg04722177;cg16476317;cg09986680,3
Chr19:39754717-39754974,19,39754717,39754974,cg21542881;cg19555264;cg10918735,3
Chr19:39894559-39894767,19,39894559,39894767,cg13531596;cg13393476;cg14890578;cg06075789,4
Chr19:39900334-39900650,19,39900334,39900650,cg12023832;cg00561089;cg04529860,3
Chr19:39930036-39930105,19,39930036,39930105,cg14296729;cg01778750;cg17816996,3
Chr19:40314862-40315143,19,40314862,40315143,cg19396867;cg06528584;cg06936564;cg20655070;cg00498691,5
Chr19:40926777-40927068,19,40926777,40927068,cg01272058;cg22023011;cg04842657;cg17803054,4
Chr19:41169017-41169394,19,41169017,41169394,cg23054440;cg25986360;cg11379350,3
Chr19:41316697-41317067,19,41316697,41317067,cg13791183;cg16734164;cg06611810,3
Chr19:41317837-41318235,19,41317837,41318235,cg20242889;cg18755798;cg02318527;cg27141871,4
Chr19:41531634-41531916,19,41531634,41531916,cg24867122;cg20630647;cg00488829,3
Chr19:41533654-41533888,19,41533654,41533888,cg21434402;cg13013982;cg10403441,3
Chr19:42419406-42419612,19,42419406,42419612,cg27572074;cg15249446;cg18835517,3
Chr19:42437245-42437425,19,42437245,42437425,cg00513941;cg15197135;cg01232138,3
Chr19:42440001-42440198,19,42440001,42440198,cg08142347;cg08564522;cg14539532;cg24165747,4
Chr19:42649538-42649659,19,42649538,42649659,cg19303474;cg22193521;cg15156741,3
Chr19:42656558-42656665,19,42656558,42656665,cg01251620;cg22266095;cg02370884,3
Chr19:42680337-42680534,19,42680337,42680534,cg07304986;cg12494180;cg25694397,3
Chr19:42681426-42681680,19,42681426,42681680,cg01600621;cg01290613;cg27309858,3
Chr19:42700573-42700974,19,42700573,42700974,cg03091590;cg26655255;cg15995704;cg14542646,4
Chr19:42748937-42749236,19,42748937,42749236,cg13112973;cg23843629;cg02660564;cg10727654,4
Chr19:42784384-42784593,19,42784384,42784593,cg24093236;cg08763577;cg18638867,3
Chr19:42901115-42901374,19,42901115,42901374,cg22754179;cg09252528;cg02977761;cg14216029;cg17409893;cg17960926,6
Chr19:43657493-43657635,19,43657493,43657635,cg24088323;cg10812693;cg18176239,3
Chr19:44203583-44203913,19,44203583,44203913,cg24399430;cg08669447;cg09489306,3
Chr19:44439215-44439673,19,44439215,44439673,cg09466880;cg17450546;cg22278056;cg25719817;cg15480830,5
Chr19:44752906-44752928,19,44752906,44752928,cg12695937;cg15367052;cg18293703,3
Chr19:44871447-44871558,19,44871447,44871558,cg12227611;cg04695058;cg00434211,3
Chr19:45648302-45648562,19,45648302,45648562,cg24868883;cg00673724;cg13786513,3
Chr19:45742032-45742253,19,45742032,45742253,cg20198684;cg01403885;cg11284366,3
Chr19:45932268-45932328,19,45932268,45932328,cg23902435;cg26032101;cg23305678,3
Chr19:45947788-45948021,19,45947788,45948021,cg21035368;cg04728310;cg08865365,3
Chr19:45954345-45954474,19,45954345,45954474,cg01969392;cg07765912;cg21576503,3
Chr19:45982097-45982164,19,45982097,45982164,cg06683900;cg13014231;cg19419669,3
Chr19:45982446-45982568,19,45982446,45982568,cg03925674;cg12172215;cg07172737,3
Chr19:46267853-46268001,19,46267853,46268001,cg19122011;cg01348482;cg00562801,3
Chr19:46379763-46380134,19,46379763,46380134,cg20717768;cg22473620;cg13546240;cg11716106,4
Chr19:46929907-46930245,19,46929907,46930245,cg24327262;cg14315483;cg14725151;cg26466157,4
Chr19:46932069-46932308,19,46932069,46932308,cg23660248;cg01999026;cg03354590;cg20079139,4
Chr19:46991227-46991390,19,46991227,46991390,cg10326806;cg18408726;cg04340719,3
Chr19:47016869-47017050,19,47016869,47017050,cg01392841;cg13801271;cg15825916,3
Chr19:47363105-47363358,19,47363105,47363358,cg08046569;cg13282119;cg05346380,3
Chr19:47363757-47363949,19,47363757,47363949,cg11353368;cg03608313;cg21104533;cg22540800;cg01190566,5
Chr19:47747364-47747597,19,47747364,47747597,cg22541098;cg08133912;cg20652235,3
Chr19:47925344-47925618,19,47925344,47925618,cg17772543;cg04103070;cg22933807;cg08219438;cg17435307,5
Chr19:48076699-48077006,19,48076699,48077006,cg15027907;cg08602008;cg10680224,3
Chr19:48103651-48104228,19,48103651,48104228,cg19343871;cg09163998;cg23015897;cg18522351;cg17432509;cg07927755,6
Chr19:48246724-48247040,19,48246724,48247040,cg27542277;cg14792680;cg19227446;cg03506490,4
Chr19:48291892-48292272,19,48291892,48292272,cg08062407;cg12540689;cg13716143,3
Chr19:48368548-48368820,19,48368548,48368820,cg14868223;cg00736189;cg02438408;cg02796445,4
Chr19:48675153-48675305,19,48675153,48675305,cg17522445;cg24123311;cg18715665;cg02873525,4
Chr19:48685724-48685976,19,48685724,48685976,cg01316857;cg26246744;cg26796513,3
Chr19:48707029-48707517,19,48707029,48707517,cg25267930;cg23300543;cg01622465;cg15073624;cg19771773,5
Chr19:48794276-48794673,19,48794276,48794673,cg14728864;cg02323779;cg17437820;cg18357668,4
Chr19:48825036-48825265,19,48825036,48825265,cg21155998;cg01488362;cg05900430;cg00419186,4
Chr19:48825579-48825795,19,48825579,48825795,cg27083198;cg04655299;cg21286428,3
Chr19:49296684-49296857,19,49296684,49296857,cg18730933;cg25146575;cg16965504;cg06264565;cg00892632,5
Chr19:49522683-49523046,19,49522683,49523046,cg14782883;cg08834593;cg17434634;cg19206486,4
Chr19:49568752-49568962,19,49568752,49568962,cg08990222;cg04430124;cg25485913,3
Chr19:50651408-50651582,19,50651408,50651582,cg10269476;cg13581928;cg22201545,3
Chr19:50860534-50861047,19,50860534,50861047,cg15016511;cg06481825;cg26952796;cg12153593,4
Chr19:51104900-51105087,19,51104900,51105087,cg15841749;cg09298273;cg00746623,3
Chr19:51162508-51162684,19,51162508,51162684,cg19791395;cg09843874;cg25809841,3
Chr19:51223739-51223982,19,51223739,51223982,cg08131736;cg07644355;cg12395625,3
Chr19:51231557-51232007,19,51231557,51232007,cg08061745;cg15215612;cg07546916;cg07809484;cg00740368,5
Chr19:51289560-51289652,19,51289560,51289652,cg16210638;cg10088779;cg17137213;cg27498578,4
Chr19:51289959-51290034,19,51289959,51290034,cg00049220;cg01108389;cg22105930,3
Chr19:51321228-51321569,19,51321228,51321569,cg08510205;cg10714492;cg20115802,3
Chr19:51339300-51339488,19,51339300,51339488,cg06728166;cg04588972;cg23097143,3
Chr19:51416010-51416213,19,51416010,51416213,cg19010054;cg17355294;cg09953499;cg14283569,4
Chr19:51430949-51431178,19,51430949,51431178,cg03638784;cg25286259;cg00494909;cg20073421,4
Chr19:51774264-51774666,19,51774264,51774666,cg04420569;cg15497724;cg01718065;cg14884932;cg14724749;cg13749314,6
Chr19:51897449-51897791,19,51897449,51897791,cg07907767;cg25994146;cg11449134,3
Chr19:51925128-51925472,19,51925128,51925472,cg21282549;cg01896999;cg20674839;cg08648367,4
Chr19:52097626-52097905,19,52097626,52097905,cg15143070;cg21730366;cg23076016;cg03780079,4
Chr19:52101874-52102073,19,52101874,52102073,cg01086039;cg16602441;cg23737575;cg13551021,4
Chr19:52276212-52276554,19,52276212,52276554,cg07531507;cg12322549;cg20228301,3
Chr19:52452317-52452528,19,52452317,52452528,cg04645914;cg21549195;cg24886257;cg20091795,4
Chr19:52932115-52932325,19,52932115,52932325,cg25329066;cg07601816;cg12170359,3
Chr19:52954462-52954722,19,52954462,52954722,cg00714115;cg20981451;cg13729816,3
Chr19:53088327-53088551,19,53088327,53088551,cg01052294;cg02805814;cg08606748,3
Chr19:53400778-53400981,19,53400778,53400981,cg03624576;cg07813608;cg07052663,3
Chr19:53561386-53561563,19,53561386,53561563,cg11254700;cg08153621;cg04059773,3
Chr19:53811704-53812098,19,53811704,53812098,cg05890785;cg14713139;cg02002583;cg26841967,4
Chr19:53832311-53832670,19,53832311,53832670,cg27364588;cg16255914;cg14964512;cg02258724;cg15061569,5
Chr19:53892802-53893024,19,53892802,53893024,cg20393936;cg08336016;cg16279691;cg12550020,4
Chr19:54151440-54151599,19,54151440,54151599,cg09065632;cg08759924;cg16187069;cg00886824,4
Chr19:54411509-54411773,19,54411509,54411773,cg05344295;cg15680755;cg14148055,3
Chr19:54809989-54810112,19,54809989,54810112,cg08632716;cg17559282;cg21844795,3
Chr19:54899778-54900097,19,54899778,54900097,cg00562265;cg14755198;cg00741012;cg20087757,4
Chr19:55038263-55038476,19,55038263,55038476,cg20336016;cg10747483;cg17695831;cg11317473,4
Chr19:55150368-55150520,19,55150368,55150520,cg20836152;cg01598575;cg05667945,3
Chr19:56061334-56061348,19,56061334,56061348,cg18795732;cg13647973;cg22321036,3
Chr19:56098812-56098985,19,56098812,56098985,cg27480589;cg09955715;cg01048526,3
Chr19:56116263-56116382,19,56116263,56116382,cg05357988;cg23728614;cg26751469,3
Chr19:56116737-56116750,19,56116737,56116750,cg25079499;cg11821259;cg16728467,3
Chr19:56148037-56148120,19,56148037,56148120,cg20747073;cg06438276;cg23989031,3
Chr19:56215426-56215575,19,56215426,56215575,cg10606127;cg27479396;cg19196221,3
Chr19:56280337-56280498,19,56280337,56280498,cg06896450;cg04544917;cg14520135,3
Chr19:56288825-56288994,19,56288825,56288994,cg16311114;cg06691743;cg26191549,3
Chr19:56717218-56717414,19,56717218,56717414,cg27000487;cg02210737;cg08054383,3
Chr19:56825644-56826442,19,56825644,56826442,cg08475468;cg13564087;cg12725240;cg14237711;cg22092652;cg18146799;cg07456441;cg02108068,8
Chr19:56826761-56826826,19,56826761,56826826,cg08017850;cg01219129;cg17703407,3
Chr19:57149436-57149813,19,57149436,57149813,cg07962143;cg19092168;cg10041505;cg15091407;cg02940165;cg14627089;cg02967610,7
Chr19:57276642-57276917,19,57276642,57276917,cg24430140;cg06585566;cg26644049,3
Chr19:57610536-57610971,19,57610536,57610971,cg22825191;cg26682068;cg06558502;cg22759823;cg15734230,5
Chr19:57683687-57683885,19,57683687,57683885,cg13122377;cg18845189;cg13337047;cg13677144,4
Chr19:57828900-57829175,19,57828900,57829175,cg11458014;cg21728840;cg03532026;cg19395056,4
Chr19:58298065-58298162,19,58298065,58298162,cg05307257;cg17463161;cg18638536,3
Chr19:58330952-58331078,19,58330952,58331078,cg26333594;cg24312896;cg20140485;cg22356451,4
Chr19:58520874-58521273,19,58520874,58521273,cg02428119;cg25550390;cg00505277;cg05067864;cg10149225,5
Chr19:58666456-58666504,19,58666456,58666504,cg02352723;cg10405150;cg16813031;cg03589220,4
Chr19:58666767-58666863,19,58666767,58666863,cg11813116;cg04062087;cg18756545,3
Chr19:58728390-58728865,19,58728390,58728865,cg18251449;cg08095654;cg05641656;cg20285546;cg04752716,5
Chr19:58816528-58816722,19,58816528,58816722,cg18939609;cg15456727;cg25479254;cg21506045,4
Chr20:690915-691211,20,690915,691211,cg12338552;cg11971771;cg06590074,3
Chr20:709016-709392,20,709016,709392,cg16595760;cg26426898;cg08115387;cg25861285,4
Chr20:1450828-1450886,20,1450828,1450886,cg11658414;cg17025221;cg11287061,3
Chr20:1716270-1716510,20,1716270,1716510,cg00057603;cg08617346;cg22258358,3
Chr20:1745259-1745520,20,1745259,1745520,cg05160420;cg12552209;cg01247490,3
Chr20:1783245-1783624,20,1783245,1783624,cg02195158;cg05985324;cg26404172;cg22876894,4
Chr20:1784276-1784365,20,1784276,1784365,cg10555583;cg18331004;cg14424538,3
Chr20:1927546-1927911,20,1927546,1927911,cg04030690;cg00348579;cg04181861;cg26377721;cg07210840;cg06751243,6
Chr20:2188420-2188663,20,2188420,2188663,cg09063661;cg07850982;cg06982272;cg11305937,4
Chr20:2434541-2434752,20,2434541,2434752,cg19248865;cg08746278;cg01530965,3
Chr20:2801711-2802307,20,2801711,2802307,cg19317211;cg06365303;cg09311683;cg14233017;cg22071067,5
Chr20:3206940-3207172,20,3206940,3207172,cg25739142;cg02370767;cg26607530,3
Chr20:3220565-3220929,20,3220565,3220929,cg05110133;cg14543998;cg01996714;cg00858599,4
Chr20:3229129-3229402,20,3229129,3229402,cg11279163;cg10322504;cg07831351,3
Chr20:3693158-3693221,20,3693158,3693221,cg14921416;cg17661220;cg02259914,3
Chr20:4004374-4004425,20,4004374,4004425,cg26316111;cg09210005;cg12812382,3
Chr20:4573199-4573571,20,4573199,4573571,cg14606382;cg22815056;cg22770727;cg19454317,4
Chr20:5278438-5278620,20,5278438,5278620,cg06731016;cg00357663;cg22863277,3
Chr20:5670217-5670296,20,5670217,5670296,cg03862957;cg08592614;cg14632570,3
Chr20:5870450-5870687,20,5870450,5870687,cg10147942;cg13314333;cg18983003;cg00792091,4
Chr20:10153013-10153355,20,10153013,10153355,cg08160253;cg09297463;cg23022785,3
Chr20:10692174-10692225,20,10692174,10692225,cg10780403;cg14450039;cg21368930,3
Chr20:11007941-11008142,20,11007941,11008142,cg01774630;cg01544187;cg09391035,3
Chr20:11549890-11550070,20,11549890,11550070,cg06316011;cg24933489;cg04525666,3
Chr20:11667650-11667855,20,11667650,11667855,cg21724798;cg09136346;cg05327260,3
Chr20:11668072-11668225,20,11668072,11668225,cg16450893;cg12919005;cg05329858;cg15339544;cg09189354,5
Chr20:12225088-12225421,20,12225088,12225421,cg06050350;cg02568395;cg07189672;cg06437110;cg09221576,5
Chr20:12297171-12297299,20,12297171,12297299,cg24783571;cg14844977;cg19582747,3
Chr20:16844872-16844993,20,16844872,16844993,cg12994465;cg04575997;cg11772834,3
Chr20:17167885-17168191,20,17167885,17168191,cg16396891;cg17926807;cg20636190;cg07026152,4
Chr20:17822792-17822861,20,17822792,17822861,cg10340605;cg19350413;cg23837233,3
Chr20:17868757-17868982,20,17868757,17868982,cg22898156;cg22253912;cg12531784,3
Chr20:18485171-18485519,20,18485171,18485519,cg05373875;cg06985868;cg13813388;cg18837588,4
Chr20:19738018-19738247,20,19738018,19738247,cg00438541;cg25123062;cg23549539;cg23417322,4
Chr20:19738521-19738594,20,19738521,19738594,cg12075659;cg06118126;cg25381886,3
Chr20:19804606-19804670,20,19804606,19804670,cg24031524;cg17141276;cg14018461,3
Chr20:19866743-19867145,20,19866743,19867145,cg09219364;cg09110922;cg23501964;cg13396318;cg11267810;cg20918393;cg24737324;cg25291653,8
Chr20:20344345-20344672,20,20344345,20344672,cg03760809;cg22185100;cg06576732,3
Chr20:20346166-20346426,20,20346166,20346426,cg02116953;cg05315240;cg22610655,3
Chr20:20704199-20704246,20,20704199,20704246,cg10583172;cg02269046;cg13858599,3
Chr20:21000992-21001266,20,21000992,21001266,cg16683770;cg08755224;cg04792330,3
Chr20:21082272-21082335,20,21082272,21082335,cg09593184;cg25913495;cg13563284,3
Chr20:21083514-21083737,20,21083514,21083737,cg04117372;cg10537421;cg26675097,3
Chr20:21085983-21086103,20,21085983,21086103,cg02290791;cg13989102;cg03154931,3
Chr20:21087075-21087295,20,21087075,21087295,cg23695133;cg15064599;cg00105628;cg02224946,4
Chr20:21490515-21490665,20,21490515,21490665,cg17379886;cg22329423;cg23913995,3
Chr20:21503810-21503898,20,21503810,21503898,cg15675653;cg24408656;cg09252495,3
Chr20:21927705-21927768,20,21927705,21927768,cg05318384;cg14414416;cg23033619,3
Chr20:22200884-22201111,20,22200884,22201111,cg22176779;cg16765541;cg09894310;cg22832536,4
Chr20:22567724-22568116,20,22567724,22568116,cg14451701;cg13463522;cg02195292;cg11868728,4
Chr20:22666022-22666291,20,22666022,22666291,cg02163259;cg05851537;cg18884834;cg03494002,4
Chr20:23011245-23011439,20,23011245,23011439,cg13186133;cg14648283;cg04924907,3
Chr20:23011983-23012241,20,23011983,23012241,cg22117646;cg26234948;cg22691785;cg00287589;cg11822876,5
Chr20:23077706-23077908,20,23077706,23077908,cg02460812;cg27361471;cg06647001,3
Chr20:23336944-23337156,20,23336944,23337156,cg09071239;cg00347518;cg15708405,3
Chr20:23531201-23531628,20,23531201,23531628,cg26969497;cg23530594;cg08438572;cg11631498,4
Chr20:23637119-23637224,20,23637119,23637224,cg23921542;cg18392504;cg02858888,3
Chr20:24125138-24125306,20,24125138,24125306,cg10689249;cg03180724;cg07346739;cg15207883,4
Chr20:24216908-24217044,20,24216908,24217044,cg16681647;cg08151330;cg09496643,3
Chr20:24659877-24660074,20,24659877,24660074,cg20960678;cg24756901;cg23782159,3
Chr20:24898990-24899180,20,24898990,24899180,cg16892443;cg24351857;cg25889634,3
Chr20:25065418-25065553,20,25065418,25065553,cg16485975;cg10925433;cg00369024,3
Chr20:25731476-25732163,20,25731476,25732163,cg15517854;cg26348414;cg24275559;cg05349667;cg10861863,5
Chr20:25844489-25844801,20,25844489,25844801,cg08010214;cg04813559;cg18101588;cg25316356;cg15219134;cg10374856,6
Chr20:25848886-25848969,20,25848886,25848969,cg25440671;cg27549325;cg03920442,3
Chr20:25850105-25850255,20,25850105,25850255,cg11031530;cg07262555;cg16448637,3
Chr20:29522467-29522527,20,29522467,29522527,cg15207953;cg11758385;cg19417482,3
Chr20:29524109-29524141,20,29524109,29524141,cg09798387;cg04678955;cg13023119,3
Chr20:29535013-29535150,20,29535013,29535150,cg00474039;cg03645061;cg15606473,3
Chr20:29596413-29596428,20,29596413,29596428,cg02490228;cg09509234;cg12445438,3
Chr20:30168680-30168797,20,30168680,30168797,cg26656375;cg25947840;cg03852311,3
Chr20:30195969-30196119,20,30195969,30196119,cg26814835;cg00103778;cg13148544,3
Chr20:30220446-30220636,20,30220446,30220636,cg10192265;cg08692688;cg22303739;cg18721089,4
Chr20:31443082-31443469,20,31443082,31443469,cg25213590;cg14350764;cg08949269;cg19127745,4
Chr20:33865797-33866020,20,33865797,33866020,cg07134254;cg03689076;cg17927777;cg21818871,4
Chr20:34677010-34677030,20,34677010,34677030,cg02376940;cg10112103;cg23270426,3
Chr20:36259574-36259855,20,36259574,36259855,cg14074387;cg04618634;cg15230717,3
Chr20:37070585-37070648,20,37070585,37070648,cg00133351;cg07842022;cg18942247,3
Chr20:37359533-37359758,20,37359533,37359758,cg24502342;cg12520963;cg20201325;cg00896712,4
Chr20:37899981-37900062,20,37899981,37900062,cg22810271;cg12675347;cg23322244,3
Chr20:39135432-39135472,20,39135432,39135472,cg04926845;cg23401282;cg27461254,3
Chr20:39312290-39312602,20,39312290,39312602,cg06665391;cg09292876;cg26585091;cg01931919;cg22655767,5
Chr20:39321346-39321729,20,39321346,39321729,cg24211006;cg18616175;cg11839291;cg14678654,4
Chr20:39482885-39483087,20,39482885,39483087,cg06904439;cg22235661;cg17750073,3
Chr20:39591425-39591787,20,39591425,39591787,cg02246605;cg02817322;cg12112264,3
Chr20:39652640-39652758,20,39652640,39652758,cg25155076;cg03844473;cg24706930,3
Chr20:39945503-39946125,20,39945503,39946125,cg03184011;cg15212421;cg21851693;cg05237820;cg25546678,5
Chr20:40619057-40619244,20,40619057,40619244,cg13269476;cg13170954;cg02729866,3
Chr20:42079952-42080143,20,42079952,42080143,cg26983468;cg03706305;cg06120173,3
Chr20:42417112-42417382,20,42417112,42417382,cg08712303;cg21475244;cg11517950,3
Chr20:42955472-42955781,20,42955472,42955781,cg08268798;cg12787405;cg16354802,3
Chr20:43325150-43325208,20,43325150,43325208,cg15623199;cg09018609;cg23262133,3
Chr20:43858493-43858612,20,43858493,43858612,cg03062245;cg05328501;cg12791849,3
Chr20:43859414-43859502,20,43859414,43859502,cg03228966;cg24340617;cg19271255,3
Chr20:44065402-44065852,20,44065402,44065852,cg22763897;cg26308477;cg13681751;cg15733055;cg16885406;cg00829269,6
Chr20:44116128-44116188,20,44116128,44116188,cg01017409;cg09250389;cg15803346,3
Chr20:44451667-44451783,20,44451667,44451783,cg06099431;cg20450507;cg02792821,3
Chr20:44781881-44782126,20,44781881,44782126,cg10536803;cg06060522;cg11206526,3
Chr20:44800668-44800859,20,44800668,44800859,cg19200140;cg10469557;cg15262090,3
Chr20:44941267-44941542,20,44941267,44941542,cg05929136;cg04994084;cg02909136,3
Chr20:45061799-45062026,20,45061799,45062026,cg06403569;cg11841031;cg09826467,3
Chr20:45087765-45088229,20,45087765,45088229,cg00576250;cg03524813;cg18427787;cg21891377;cg03334529,5
Chr20:45439769-45439836,20,45439769,45439836,cg01906944;cg14458932;cg18069125,3
Chr20:45440085-45440346,20,45440085,45440346,cg07400877;cg07724670;cg24874350,3
Chr20:46041963-46042201,20,46041963,46042201,cg14691556;cg08304968;cg19039784,3
Chr20:46113164-46113446,20,46113164,46113446,cg22506773;cg19977951;cg12274462;cg24713117;cg04164552,5
Chr20:46579764-46579983,20,46579764,46579983,cg23817011;cg23228019;cg02520910,3
Chr20:46600206-46600413,20,46600206,46600413,cg10951781;cg14599127;cg13892524,3
Chr20:46854407-46854461,20,46854407,46854461,cg04876377;cg08434654;cg14833461,3
Chr20:47001709-47001970,20,47001709,47001970,cg06901759;cg07670185;cg16176120,3
Chr20:47013687-47013919,20,47013687,47013919,cg07019386;cg18598695;cg00070912;cg25181043;cg20845336,5
